food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Beef Tallow,100g,902 cal,3788 kJ,1 cup (205 g),1849 cal,7765 kJ,1 oz. (28 g),253 cal,1061 kJ
Beef Thymus,100g,319 cal,1340 kJ,1 piece (381 g),1215 cal,5105 kJ,1 oz. (28 g),89 cal,375 kJ
Beef Tripe,100g,94 cal,395 kJ,1 serving (85 g),80 cal,336 kJ,1 oz. (28 g),26 cal,111 kJ
Chuck Roast,100g,141 cal,592 kJ,1 piece (224 g),316 cal,1326 kJ,1 oz. (28 g),39 cal,166 kJ
Chuck Steak,100g,137 cal,575 kJ,1 piece (340 g),466 cal,1955 kJ,1 oz. (28 g),38 cal,161 kJ
Filet Mignon,100g,207 cal,869 kJ,6 oz. (168 g),348 cal,1460 kJ,1 oz. (28 g),58 cal,243 kJ
Flank Steak,100g,194 cal,815 kJ,1 steak (320 g),621 cal,2608 kJ,1 oz. (28 g),54 cal,228 kJ
Ground Beef,100g,241 cal,1012 kJ,6 oz. (168 g),405 cal,1700 kJ,1 oz. (28 g),67 cal,283 kJ
Ground Chuck,100g,250 cal,1050 kJ,6 oz. (168 g),420 cal,1764 kJ,1 oz. (28 g),70 cal,294 kJ
Ground Round,100g,212 cal,890 kJ,6 oz. (168 g),356 cal,1495 kJ,1 oz. (28 g),59 cal,249 kJ
Minced Veal,100g,143 cal,601 kJ,6 oz. (168 g),240 cal,1010 kJ,1 oz. (28 g),40 cal,168 kJ
Porterhouse Steak,100g,247 cal,1037 kJ,1 steak (320 g),790 cal,3318 kJ,1 oz. (28 g),69 cal,290 kJ
Rib Eye Steak,100g,217 cal,911 kJ,1 steak (281 g),610 cal,2560 kJ,1 oz. (28 g),61 cal,255 kJ
Roast Beef,100g,187 cal,785 kJ,1 slice (341 g),638 cal,2677 kJ,1 oz. (28 g),52 cal,220 kJ
Rump Steak,100g,171 cal,718 kJ,1 steak (205 g),351 cal,1472 kJ,1 oz. (28 g),48 cal,201 kJ
Skirt Steak,100g,205 cal,861 kJ,6 oz. (168 g),344 cal,1446 kJ,1 oz. (28 g),57 cal,241 kJ
Stew Beef,100g,191 cal,802 kJ,1 lb. (454 g),867 cal,3641 kJ,1 oz. (28 g),53 cal,225 kJ
Strip Steak,100g,117 cal,491 kJ,3 slices (34 g),40 cal,167 kJ,1 oz. (28 g),33 cal,137 kJ
T-Bone-Steak,100g,221 cal,928 kJ,6 oz. (168 g),371 cal,1559 kJ,1 oz. (28 g),62 cal,260 kJ
Veal,100g,282 cal,1184 kJ,1 piece (291 g),821 cal,3445 kJ,1 oz. (28 g),79 cal,332 kJ
Veal Breast,100g,282 cal,1184 kJ,1 piece (291 g),821 cal,3445 kJ,1 oz. (28 g),79 cal,332 kJ
Veal Leg,100g,211 cal,886 kJ,1 piece (272 g),574 cal,2410 kJ,1 oz. (28 g),59 cal,248 kJ
Veal Roast Beef,100g,175 cal,735 kJ,1 piece (208 g),364 cal,1529 kJ,1 oz. (28 g),49 cal,206 kJ
Veal Shank,100g,177 cal,743 kJ,1 piece (223 g),395 cal,1657 kJ,1 oz. (28 g),50 cal,208 kJ
Veal Shoulder,100g,183 cal,769 kJ,1 piece (283 g),518 cal,2176 kJ,1 oz. (28 g),51 cal,215 kJ
Veal Sirloin,100g,204 cal,857 kJ,1 piece (183 g),373 cal,1568 kJ,1 oz. (28 g),57 cal,240 kJ
Veal Tenderloin,100g,217 cal,911 kJ,1 piece (229 g),497 cal,2086 kJ,1 oz. (28 g),61 cal,255 kJ
Ale,100ml,35 cal,147 kJ,1 can/bottle (354 ml),124 cal,520 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Altbier,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Bass,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Beckƒ??s,100ml,39 cal,164 kJ,1 can/bottle (354 ml),138 cal,581 kJ,1 fl. oz. (30 ml),12 cal,49 kJ
Beer,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Blue Moon,100ml,48 cal,202 kJ,1 can/bottle (354 ml),170 cal,715 kJ,1 fl. oz. (30 ml),14 cal,61 kJ
Bock Beer,100ml,50 cal,210 kJ,1 can/bottle (354 ml),177 cal,743 kJ,1 fl. oz. (30 ml),15 cal,63 kJ
Buckler (N.A.),100ml,21 cal,88 kJ,1 can/bottle (354 ml),74 cal,312 kJ,1 fl. oz. (30 ml),6 cal,26 kJ
Bud Ice,100ml,35 cal,147 kJ,1 can/bottle (354 ml),124 cal,520 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Bud Light,100ml,29 cal,122 kJ,1 can/bottle (354 ml),103 cal,432 kJ,1 fl. oz. (30 ml),9 cal,37 kJ
Bud Light Chelada,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Bud Light Lime,100ml,34 cal,143 kJ,1 can/bottle (354 ml),120 cal,506 kJ,1 fl. oz. (30 ml),10 cal,43 kJ
Bud Select,100ml,28 cal,118 kJ,1 can/bottle (354 ml),99 cal,418 kJ,1 fl. oz. (30 ml),8 cal,35 kJ
Bud Select 55,100ml,15 cal,63 kJ,1 can/bottle (354 ml),53 cal,223 kJ,1 fl. oz. (30 ml),5 cal,19 kJ
Budweiser,100ml,41 cal,172 kJ,1 can/bottle (354 ml),145 cal,609 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Budweiser Chelada,100ml,52 cal,218 kJ,1 can/bottle (354 ml),184 cal,772 kJ,1 fl. oz. (30 ml),16 cal,65 kJ
Busch,100ml,37 cal,155 kJ,1 can/bottle (354 ml),131 cal,549 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Busch Light,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Busch N.A.,100ml,17 cal,71 kJ,1 can/bottle (354 ml),60 cal,251 kJ,1 fl. oz. (30 ml),5 cal,21 kJ
Carlsberg,100ml,32 cal,134 kJ,1 can/bottle (354 ml),113 cal,474 kJ,1 fl. oz. (30 ml),10 cal,40 kJ
Clausthaler (N.A.),100ml,26 cal,109 kJ,1 can/bottle (354 ml),92 cal,386 kJ,1 fl. oz. (30 ml),8 cal,33 kJ
Colt 45,100ml,44 cal,185 kJ,1 can/bottle (354 ml),156 cal,655 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Coors,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Coors Light,100ml,29 cal,122 kJ,1 can/bottle (354 ml),103 cal,432 kJ,1 fl. oz. (30 ml),9 cal,37 kJ
Coors N.A.,100ml,18 cal,76 kJ,1 can/bottle (354 ml),64 cal,269 kJ,1 fl. oz. (30 ml),5 cal,23 kJ
Corona,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Dark Beer,100ml,46 cal,193 kJ,1 can/bottle (354 ml),163 cal,683 kJ,1 fl. oz. (30 ml),14 cal,58 kJ
Genesee Cream Ale,100ml,46 cal,193 kJ,1 can/bottle (354 ml),163 cal,683 kJ,1 fl. oz. (30 ml),14 cal,58 kJ
Ginger Beer,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Guinness,100ml,35 cal,147 kJ,1 pint (568 ml),199 cal,835 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Heineken,100ml,35 cal,147 kJ,1 can/bottle (354 ml),124 cal,520 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Honey Brown,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Hurricane High Gravity,100ml,39 cal,164 kJ,1 can/bottle (354 ml),138 cal,581 kJ,1 fl. oz. (30 ml),12 cal,49 kJ
IPA,100ml,51 cal,214 kJ,1 can/bottle (354 ml),181 cal,758 kJ,1 fl. oz. (30 ml),15 cal,64 kJ
Keystone Ice,100ml,40 cal,168 kJ,1 can/bottle (354 ml),142 cal,595 kJ,1 fl. oz. (30 ml),12 cal,50 kJ
Keystone Light,100ml,29 cal,122 kJ,1 can/bottle (354 ml),103 cal,432 kJ,1 fl. oz. (30 ml),9 cal,37 kJ
Koelsch,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Labatt,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Lager Beer,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Land Shark,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Light Beer,100ml,29 cal,122 kJ,1 can/bottle (354 ml),103 cal,432 kJ,1 fl. oz. (30 ml),9 cal,37 kJ
Lowenbrau,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Malt Beer,100ml,37 cal,155 kJ,1 can/bottle (354 ml),131 cal,549 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Michelob Amber Bock,100ml,47 cal,197 kJ,1 can/bottle (354 ml),166 cal,697 kJ,1 fl. oz. (30 ml),14 cal,59 kJ
Michelob Lager,100ml,44 cal,185 kJ,1 can/bottle (354 ml),156 cal,655 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Michelob Light,100ml,32 cal,134 kJ,1 can/bottle (354 ml),113 cal,474 kJ,1 fl. oz. (30 ml),10 cal,40 kJ
Michelob Ultra,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Michelob Ultra Amber,100ml,26 cal,109 kJ,1 can/bottle (354 ml),92 cal,386 kJ,1 fl. oz. (30 ml),8 cal,33 kJ
Michelob Ultra Lime Cactus,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Miller Chill,100ml,31 cal,130 kJ,1 can/bottle (354 ml),110 cal,460 kJ,1 fl. oz. (30 ml),9 cal,39 kJ
Miller Genuine Draft,100ml,40 cal,168 kJ,1 can/bottle (354 ml),142 cal,595 kJ,1 fl. oz. (30 ml),12 cal,50 kJ
Miller High Life,100ml,40 cal,168 kJ,1 can/bottle (354 ml),142 cal,595 kJ,1 fl. oz. (30 ml),12 cal,50 kJ
Miller High Life Light,100ml,31 cal,130 kJ,1 can/bottle (354 ml),110 cal,460 kJ,1 fl. oz. (30 ml),9 cal,39 kJ
Miller Lite,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Milwaukeeƒ??s Best,100ml,36 cal,151 kJ,1 can/bottle (354 ml),127 cal,535 kJ,1 fl. oz. (30 ml),11 cal,45 kJ
Milwaukeeƒ??s Best Light,100ml,28 cal,118 kJ,1 can/bottle (354 ml),99 cal,418 kJ,1 fl. oz. (30 ml),8 cal,35 kJ
Molson,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Natural Ice,100ml,44 cal,185 kJ,1 can/bottle (354 ml),156 cal,655 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Natural Light,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Newcastle,100ml,39 cal,164 kJ,1 can/bottle (354 ml),138 cal,581 kJ,1 fl. oz. (30 ml),12 cal,49 kJ
Non-alcoholic Beer,100ml,37 cal,155 kJ,1 can/bottle (354 ml),131 cal,549 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Old Milwaukee,100ml,41 cal,172 kJ,1 can/bottle (354 ml),145 cal,609 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Old Milwaukee N.A.,100ml,16 cal,67 kJ,1 can/bottle (354 ml),57 cal,237 kJ,1 fl. oz. (30 ml),5 cal,20 kJ
Olde English,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Oƒ??Doulƒ??s (N.A.),100ml,19 cal,80 kJ,1 can/bottle (354 ml),67 cal,283 kJ,1 fl. oz. (30 ml),6 cal,24 kJ
Pabst Blue Ribbon,100ml,41 cal,172 kJ,1 can/bottle (354 ml),145 cal,609 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Pale Ale,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Pilsner,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Porter,100ml,54 cal,227 kJ,1 can/bottle (354 ml),191 cal,804 kJ,1 fl. oz. (30 ml),16 cal,68 kJ
Redbridge (Gluten-free),100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Rolling Rock,100ml,37 cal,155 kJ,1 can/bottle (354 ml),131 cal,549 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Rolling Rock Light,100ml,30 cal,126 kJ,1 can/bottle (354 ml),106 cal,446 kJ,1 fl. oz. (30 ml),9 cal,38 kJ
Root Beer,100ml,41 cal,172 kJ,1 can/bottle (354 ml),145 cal,609 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Samuel Adams,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Shock Top,100ml,47 cal,197 kJ,1 can/bottle (354 ml),166 cal,697 kJ,1 fl. oz. (30 ml),14 cal,59 kJ
Shock Top Raspberry Wheat,100ml,50 cal,210 kJ,1 can/bottle (354 ml),177 cal,743 kJ,1 fl. oz. (30 ml),15 cal,63 kJ
Sierra Nevada Strong,100ml,62 cal,260 kJ,1 can/bottle (354 ml),219 cal,920 kJ,1 fl. oz. (30 ml),19 cal,78 kJ
Sparks,100ml,74 cal,311 kJ,1 can/bottle (354 ml),262 cal,1101 kJ,1 fl. oz. (30 ml),22 cal,93 kJ
St. Pauli Girl,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Steel Reserve,100ml,63 cal,265 kJ,1 can/bottle (354 ml),223 cal,938 kJ,1 fl. oz. (30 ml),19 cal,80 kJ
Stout,100ml,51 cal,214 kJ,1 can/bottle (354 ml),181 cal,758 kJ,1 fl. oz. (30 ml),15 cal,64 kJ
Stout Beer,100ml,51 cal,214 kJ,1 can/bottle (354 ml),181 cal,758 kJ,1 fl. oz. (30 ml),15 cal,64 kJ
Strong Beer,100ml,55 cal,231 kJ,1 can/bottle (354 ml),195 cal,818 kJ,1 fl. oz. (30 ml),17 cal,69 kJ
Tilt,100ml,64 cal,269 kJ,1 can/bottle (354 ml),227 cal,952 kJ,1 fl. oz. (30 ml),19 cal,81 kJ
Wheat Beer,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Angel Food Cake,100g,258 cal,1084 kJ,1 piece (28 g),72 cal,304 kJ,1 oz. (28 g),72 cal,304 kJ
Apple Cake,100g,252 cal,1058 kJ,1 serving (100 g),252 cal,1058 kJ,1 oz. (28 g),71 cal,296 kJ
Apple Cobbler,100g,198 cal,832 kJ,1 serving (100 g),198 cal,832 kJ,1 oz. (28 g),55 cal,233 kJ
Apple Crisp,100g,156 cal,655 kJ,1 serving (100 g),156 cal,655 kJ,1 oz. (28 g),44 cal,183 kJ
Apple Crumble,100g,156 cal,655 kJ,1 serving (100 g),156 cal,655 kJ,1 oz. (28 g),44 cal,183 kJ
Apple Pie,100g,237 cal,995 kJ,1 slice (125 g),296 cal,1244 kJ,1 oz. (28 g),66 cal,279 kJ
Apple Strudel,100g,274 cal,1151 kJ,1 piece (71 g),195 cal,817 kJ,1 oz. (28 g),77 cal,322 kJ
Apple Turnover,100g,348 cal,1462 kJ,1 turnover (82 g),285 cal,1199 kJ,1 oz. (28 g),97 cal,409 kJ
Applesauce Cake,100g,358 cal,1504 kJ,1 piece (62 g),222 cal,932 kJ,1 oz. (28 g),100 cal,421 kJ
Baked Alaska,100g,247 cal,1037 kJ,1 piece (103 g),254 cal,1068 kJ,1 oz. (28 g),69 cal,290 kJ
Bakewell Tart,100g,430 cal,1806 kJ,1 piece (59 g),254 cal,1066 kJ,1 oz. (28 g),120 cal,506 kJ
Banoffee Pie,100g,395 cal,1659 kJ,1 serving (100 g),395 cal,1659 kJ,1 oz. (28 g),111 cal,465 kJ
Birthday Cake,100g,465 cal,1953 kJ,1 piece (85 g),395 cal,1660 kJ,1 oz. (28 g),130 cal,547 kJ
Black and White Cookie,100g,381 cal,1600 kJ,1 cookie (113 g),431 cal,1808 kJ,1 oz. (28 g),107 cal,448 kJ
Black Forest Cake,100g,264 cal,1109 kJ,1 piece (107 g),282 cal,1187 kJ,1 oz. (28 g),74 cal,311 kJ
Blueberry Cobbler,100g,234 cal,983 kJ,1 slice (100 g),234 cal,983 kJ,1 oz. (28 g),66 cal,275 kJ
Blueberry Muffin,100g,377 cal,1583 kJ,1 muffin (57 g),215 cal,902 kJ,1 oz. (28 g),106 cal,443 kJ
Blueberry Pie,100g,232 cal,974 kJ,1 piece (125 g),290 cal,1218 kJ,1 oz. (28 g),65 cal,273 kJ
Bundt Cake,100g,370 cal,1554 kJ,1 slice (91 g),337 cal,1414 kJ,1 oz. (28 g),104 cal,435 kJ
Buttermilk Pie,100g,380 cal,1596 kJ,1 piece (144 g),547 cal,2298 kJ,1 oz. (28 g),106 cal,447 kJ
Caramel Cake,100g,475 cal,1995 kJ,1 slice (64 g),304 cal,1277 kJ,1 oz. (28 g),133 cal,559 kJ
Carrot Cake,100g,408 cal,1714 kJ,1 piece (133 g),543 cal,2280 kJ,1 oz. (28 g),114 cal,480 kJ
Cheesecake,100g,321 cal,1348 kJ,1 piece (80 g),257 cal,1078 kJ,1 oz. (28 g),90 cal,377 kJ
Cherry Pie,100g,260 cal,1092 kJ,1 piece (125 g),325 cal,1365 kJ,1 oz. (28 g),73 cal,306 kJ
Chess Pie,100g,411 cal,1726 kJ,1 piece (89 g),366 cal,1536 kJ,1 oz. (28 g),115 cal,483 kJ
Chocolate Cake,100g,389 cal,1634 kJ,1 piece (138 g),537 cal,2255 kJ,1 oz. (28 g),109 cal,458 kJ
Chocolate Cream Pie,100g,304 cal,1277 kJ,1 piece (99 g),301 cal,1264 kJ,1 oz. (28 g),85 cal,358 kJ
Chocolate Mousse Cake,100g,260 cal,1092 kJ,1 piece (95 g),247 cal,1037 kJ,1 oz. (28 g),73 cal,306 kJ
Chocolate Mousse Pie,100g,260 cal,1092 kJ,1 piece (95 g),247 cal,1037 kJ,1 oz. (28 g),73 cal,306 kJ
Chocolate Muffin,100g,420 cal,1764 kJ,1 muffin (100 g),420 cal,1764 kJ,1 oz. (28 g),118 cal,494 kJ
Coconut Cake,100g,356 cal,1495 kJ,1 piece (66 g),235 cal,987 kJ,1 oz. (28 g),100 cal,419 kJ
Coffee Cake,100g,331 cal,1390 kJ,1 piece (90 g),298 cal,1251 kJ,1 oz. (28 g),93 cal,389 kJ
Cream Puff,100g,334 cal,1403 kJ,1 cream puff (130 g),434 cal,1824 kJ,1 oz. (28 g),94 cal,393 kJ
Crumb Cake,100g,441 cal,1852 kJ,1 piece (57 g),251 cal,1056 kJ,1 oz. (28 g),123 cal,519 kJ
Cupcake,100g,305 cal,1281 kJ,1 cupcake (43 g),131 cal,551 kJ,1 oz. (28 g),85 cal,359 kJ
Danish Pastry,100g,374 cal,1571 kJ,1 pastry (71 g),266 cal,1115 kJ,1 oz. (28 g),105 cal,440 kJ
Donut,100g,403 cal,1693 kJ,1 donut (60 g),242 cal,1016 kJ,1 oz. (28 g),113 cal,474 kJ
Doughnut,100g,403 cal,1693 kJ,1 doughnut (60 g),242 cal,1016 kJ,1 oz. (28 g),113 cal,474 kJ
Flan,100g,145 cal,609 kJ,1/2 cup (153 g),222 cal,932 kJ,1 oz. (28 g),41 cal,171 kJ
Flourless Chocolate Cake,100g,509 cal,2138 kJ,1 piece (80 g),407 cal,1710 kJ,1 oz. (28 g),143 cal,599 kJ
French Cruller,100g,412 cal,1730 kJ,1 cruller (41 g),169 cal,709 kJ,1 oz. (28 g),115 cal,484 kJ
Fruit Cake,100g,324 cal,1361 kJ,1 piece (43 g),139 cal,585 kJ,1 oz. (28 g),91 cal,381 kJ
Funnel Cake,100g,307 cal,1289 kJ,1 cake (90 g),276 cal,1160 kJ,1 oz. (28 g),86 cal,361 kJ
German Chocolate Cake,100g,370 cal,1554 kJ,1 piece (110 g),407 cal,1709 kJ,1 oz. (28 g),104 cal,435 kJ
Gingerbread,100g,356 cal,1495 kJ,1 piece (74 g),263 cal,1106 kJ,1 oz. (28 g),100 cal,419 kJ
Ice Cream Cake,100g,200 cal,840 kJ,1 piece (120 g),240 cal,1008 kJ,1 oz. (28 g),56 cal,235 kJ
Key Lime Pie,100g,359 cal,1508 kJ,1 piece (80 g),287 cal,1206 kJ,1 oz. (28 g),101 cal,422 kJ
King Cake,100g,377 cal,1583 kJ,1 piece (91 g),343 cal,1441 kJ,1 oz. (28 g),106 cal,443 kJ
Layer Cake,100g,402 cal,1688 kJ,1 slice (107 g),430 cal,1806 kJ,1 oz. (28 g),113 cal,473 kJ
Lemon Cake,100g,352 cal,1478 kJ,1 piece (66 g),232 cal,975 kJ,1 oz. (28 g),99 cal,414 kJ
Lemon Meringue Pie,100g,268 cal,1126 kJ,1 piece (113 g),303 cal,1272 kJ,1 oz. (28 g),75 cal,315 kJ
Madeira Cake,100g,394 cal,1655 kJ,1 slice (50 g),197 cal,828 kJ,1 oz. (28 g),110 cal,463 kJ
Marble Cake,100g,339 cal,1424 kJ,1 piece (109 g),370 cal,1552 kJ,1 oz. (28 g),95 cal,399 kJ
Meringue,100g,285 cal,1197 kJ,1 piece (127 g),362 cal,1520 kJ,1 oz. (28 g),80 cal,335 kJ
Opera Cake,100g,320 cal,1344 kJ,1 piece (25 g),80 cal,336 kJ,1 oz. (28 g),90 cal,376 kJ
Paczki,100g,336 cal,1411 kJ,1 paczki (85 g),286 cal,1199 kJ,1 oz. (28 g),94 cal,395 kJ
Pancake,100g,227 cal,953 kJ,1 pancake (38 g),86 cal,362 kJ,1 oz. (28 g),64 cal,267 kJ
Panettone,100g,360 cal,1512 kJ,1 slice (50 g),180 cal,756 kJ,1 oz. (28 g),101 cal,423 kJ
Pavlova,100g,294 cal,1235 kJ,1 serving (65 g),191 cal,803 kJ,1 oz. (28 g),82 cal,346 kJ
Peach Cobbler,100g,65 cal,273 kJ,1 tbsp (15 g),10 cal,41 kJ,1 oz. (28 g),18 cal,76 kJ
Peach Pie,100g,223 cal,937 kJ,1 piece (117 g),261 cal,1096 kJ,1 oz. (28 g),62 cal,262 kJ
Pecan Pie,100g,407 cal,1709 kJ,1 slice (133 g),541 cal,2273 kJ,1 oz. (28 g),114 cal,479 kJ
Pineapple Upside-Down Cake,100g,319 cal,1340 kJ,1 piece (115 g),367 cal,1541 kJ,1 oz. (28 g),89 cal,375 kJ
Plum Cake,100g,109 cal,458 kJ,1 piece (150 g),164 cal,687 kJ,1 oz. (28 g),31 cal,128 kJ
Poppy-Seed Cake,100g,394 cal,1655 kJ,1 piece (90 g),355 cal,1490 kJ,1 oz. (28 g),110 cal,463 kJ
Pound Cake,100g,390 cal,1638 kJ,1 serving (55 g),215 cal,901 kJ,1 oz. (28 g),109 cal,459 kJ
Profiterole,100g,334 cal,1403 kJ,1 serving (113 g),377 cal,1585 kJ,1 oz. (28 g),94 cal,393 kJ
Puff Pastry,100g,558 cal,2344 kJ,1 sheet (245 g),1367 cal,5743 kJ,1 oz. (28 g),156 cal,656 kJ
Pumpkin Bread,100g,298 cal,1252 kJ,1 slice (60 g),179 cal,751 kJ,1 oz. (28 g),83 cal,351 kJ
Pumpkin Cheesecake,100g,340 cal,1428 kJ,1 piece (100 g),340 cal,1428 kJ,1 oz. (28 g),95 cal,400 kJ
Pumpkin Pie,100g,243 cal,1021 kJ,1 slice (133 g),323 cal,1358 kJ,1 oz. (28 g),68 cal,286 kJ
Raspberry Pie,100g,240 cal,1008 kJ,1 piece (137 g),329 cal,1381 kJ,1 oz. (28 g),67 cal,282 kJ
Red Velvet Cake,100g,367 cal,1541 kJ,1 piece (80 g),294 cal,1233 kJ,1 oz. (28 g),103 cal,431 kJ
Rhubarb Pie,100g,245 cal,1029 kJ,1 piece (137 g),336 cal,1410 kJ,1 oz. (28 g),69 cal,288 kJ
Rum Cake,100g,351 cal,1474 kJ,1 piece (57 g),200 cal,840 kJ,1 oz. (28 g),98 cal,413 kJ
Sacher Torte,100g,352 cal,1478 kJ,1 piece (125 g),440 cal,1848 kJ,1 oz. (28 g),99 cal,414 kJ
Sponge Cake,100g,289 cal,1214 kJ,1 piece (38 g),110 cal,461 kJ,1 oz. (28 g),81 cal,340 kJ
Strawberry Cheesecake,100g,327 cal,1373 kJ,1 slice (61 g),199 cal,838 kJ,1 oz. (28 g),92 cal,384 kJ
Strawberry Pie,100g,230 cal,966 kJ,1 piece (167 g),384 cal,1613 kJ,1 oz. (28 g),64 cal,270 kJ
Strawberry Rhubarb Pie,100g,281 cal,1180 kJ,1 piece (150 g),422 cal,1770 kJ,1 oz. (28 g),79 cal,330 kJ
Sweet Potato Pie,100g,260 cal,1092 kJ,1 piece (131 g),341 cal,1431 kJ,1 oz. (28 g),73 cal,306 kJ
Swiss Roll,100g,439 cal,1844 kJ,1 cake (31 g),136 cal,572 kJ,1 oz. (28 g),123 cal,516 kJ
Tarte Tatin,100g,210 cal,882 kJ,1 piece (100 g),210 cal,882 kJ,1 oz. (28 g),59 cal,247 kJ
Tiramisu,100g,283 cal,1189 kJ,1 serving (174 g),492 cal,2069 kJ,1 oz. (28 g),79 cal,333 kJ
Tiramisu Cake,100g,291 cal,1222 kJ,1 piece (108 g),314 cal,1320 kJ,1 oz. (28 g),81 cal,342 kJ
Treacle Tart,100g,369 cal,1550 kJ,1 serving (100 g),369 cal,1550 kJ,1 oz. (28 g),103 cal,434 kJ
Tres Leches Cake,100g,246 cal,1033 kJ,1 piece (120 g),295 cal,1240 kJ,1 oz. (28 g),69 cal,289 kJ
Trifle,100g,180 cal,756 kJ,1 serving (100 g),180 cal,756 kJ,1 oz. (28 g),50 cal,212 kJ
Victoria Sponge Cake,100g,257 cal,1079 kJ,1 piece (28 g),72 cal,302 kJ,1 oz. (28 g),72 cal,302 kJ
Waffles,100g,312 cal,1310 kJ,1 waffle (33 g),103 cal,432 kJ,1 oz. (28 g),87 cal,367 kJ
Wedding Cake,100g,381 cal,1600 kJ,1 piece (109 g),415 cal,1744 kJ,1 oz. (28 g),107 cal,448 kJ
3 Musketeers,100g,400 cal,1680 kJ,1 bar (60 g),240 cal,1008 kJ,1 oz. (28 g),112 cal,470 kJ
